review,sentiment
 Proximity to the O2 arena Hotel was very busy but staff were excellent ,POSITIVE
 Nice room and public space,POSITIVE
 Location Staff are friendly New lobby,POSITIVE
 Windows that would not open ,NEGATIVE
 I liked the setting of the room and the cleanliness,POSITIVE
 Day before arrival we had the option of cancelling booking and I asked via email rather than cancel and rebooking Could I switch to new offer I saw which included breakfast After an email trail between hotel and booking com It didn t happen and I finished up paying for breakfast on top of cost which was disappointing albeit it was a lovely breakfast but I left feeling cheated,NEGATIVE
 bar area a bit like a wimpy bar Also the restaurant area was more like a canteen However the food was far below even a canteen standard Wouldn t touch the cooked breakfast on offer Made do with fruit toast and coffee ,NEGATIVE
 Room was nice and so was the staff,POSITIVE
 Food choices,POSITIVE
 Location is fantastic ,POSITIVE
 Rather dusty and litter ynder the bed,NEGATIVE
 Work in progress very high noise level on Saturday mid afternoon very poor response from manager on duty work simply continued,NEGATIVE
 room was clean and tidy reception staff helpful,POSITIVE
 location room facilities,POSITIVE
 Lovely room Fab staff couldn t have been more courteous Super bathroom Free fruit and water tea coffee making facilities Brilliant breakfast really good value and freshly served staff here great too,POSITIVE
 Helpful staff,POSITIVE
 The bar was a bit pricey,POSITIVE
 Bed extra comfortable and staff extremely helpful,POSITIVE
 The hotel itself it s very original and has good conditions BUT continues in not so good feedback ,NEGATIVE
 Small room noisy aircon,NEGATIVE
 Had a lovely stay rooms was very nice and clean Very clean spa,POSITIVE
 Curtains at the window to block out the lights Only one window had a curtain the others just had net curtains ,NEGATIVE
 Bed was super comfy Also the river bus to and from hotel was very handy ,POSITIVE
 Plenty of room in the studio double Comfy bed Great location to Westminster sights and right off the Waterloo tube stop ,POSITIVE
 Got a room without window and it was very difficult When we approached the staff they did not oblige to change the room Gym and other facilities should be open from 6 AM till at least 11 PM ,NEGATIVE
 Though a little outdated I find that charming as it is clean,POSITIVE
 The bar staff were amazing very chatty and beautiful manners Rooms are a good size and food was good ,POSITIVE
 Location was ideal for our purpose The bed was very comfortable and large ,POSITIVE
 Room delay till exactly the prescribed was technically correct but not convinced it was necessary Beds a bit hard maybe hotels should be offering some choice these days Bar prices a bit steep even for London as area not that special Safe at the top of wardrobe and out of my wife s reach Breakfast ok but lacked sparkle ,NEGATIVE
 Very friendly staff quick turnaround of requests ,POSITIVE
 Rooms are a little small and the bathrooms even smaller and the prices suddenly shoot up for not apparent reason and in my case where I am not sure how many days I have to stay so could not commit to a package this forced me to move down the road I have stayed at this hotel on and off for many years even from when it was called the Great Western but including an extended period in January February 2015 This has never been recognised ,NEGATIVE
 Breakfast starts too late paid for it but couldn t take it ,NEGATIVE
 Noisy room even though we requested a quiet one No good eateries around the area We booked at the Park Grand Kensington as we had several events and chores to do around the area that could be done either by walking or a couple of tube stops max When we got there only they informed us they were doing some maintenance work and they will locate us to a sister hotel which was in Paddington nightmare All our trips took at least 30 45min extra and had to use lots of taxis which is enormously expensive We said we didn t want another area and all what they said was sorry we tried to inform our customers This is not true as I did the booking on March 3 and I think they had enough time to inform us of this If they told us that before hand we could ve either cancelled as we had free cancellation until 1 day prior to arrival or used the Heathrow express to reach Paddington rather than paying a ridiculously high taxi fare from the airport to Kensington then jump on the free taxi they provided to the other hotel as a reward They also provided us with breakfast but it wasn t of any interest This was done extremely unprofessionally and I would advise you to confirm with the hotel before booking there ,NEGATIVE
 Bathroom old fashioned ,POSITIVE
 Air con noisy ,NEGATIVE
 Size of room,POSITIVE
 Given a room close to reception and upgraded to a junior suite so very pleased Staff were very polite attentive and friendly On business so location good for my function but close to Hyde Park and underground a 10 minute walk so good for leisure travellers too ,POSITIVE
 The hairdryer was broken but luckily I d brought one when you lifted it up from it s holder the front end was detached leaving all the heat elements exposed Also the kettle didn t switch off meaning the button and handle became extremely hot if not caught in time other than that it was great ,NEGATIVE
 The location was terrible 4 stops on the train outside of Milan but also literally a rose between two thorns as the two building next door were derelict The train station is literally next door so that is convenient but the last train back is before 11pm so restricts what you can do at night A taxi into the centre or Milan Expo is nearly 30 E No facilities for such a big hotel For a 4 Star Hotel you would expect at least a swimming pool ,NEGATIVE
 The cost for food and beverage,NEGATIVE
 All fine,POSITIVE
 Loved the location rates are great ,POSITIVE
 Double room a little on the small side but still comfortable Perfectly adequate hotel but you wouldn t want to pay any more for it ,POSITIVE
 Spacious room comfortable lobby great location and views ,POSITIVE
 Location and facilities with a fantastic breakfast ,POSITIVE
 View from the room was beautiful rooms were nicely decorated nice brick work great location and good parking facility,POSITIVE
