review,sentiment,query_id,review_text,matched_variable_id,distance,matched_variable_description
 Breakfast expensive Went over the road for excellent breakfast half price ,POSITIVE,2318,,,,
 Assisstance communication,POSITIVE,2319,,,,
 Staff were helpful and friendly,POSITIVE,2320,,,,
 The room I was given is the corner room in lower ground floor It wasn t sound proof at all I could hear people e g Cleaning staff etc talking outside and tapping their foot I called the reception to change my room but they assured me to ask people not to talk I Front of room But you can t stop people walking The wifi was very very weak and also I couldn t use my phone 4g due to lower ground floor I have e planned everything next morning up the manager but not a good outcome I will not recommend anyone to go there ,NEGATIVE,2321, The room I was given is the corner room in lower ground floor It wasn t sound proof at all I could hear people e g Cleaning staff etc talking outside and tapping their foot I called the reception to change my room but they assured me to ask people not to talk I Front of room But you can t stop people walking The wifi was very very weak and also I couldn t use my phone 4g due to lower ground floor I have e planned everything next morning up the manager but not a good outcome I will not recommend anyone to go there ,staff_friendliness,0.4478472987255104,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Beds were comfortable although they rolled away from the wall when sitting up in bed ,POSITIVE,2322,,,,
 The Spa should be a place of tranquility The hotel needs to stop people using mobile phones there and especially use of cameras,POSITIVE,2323,,,,
 at first the location was a bit hard to find But everything else is superb ,POSITIVE,2324,,,,
 I was given a free upgrade,NEGATIVE,2325,,,,
 The underground was a 25minute walk from the underground we did not know about the ferry until we arrived The room was not particularly large and no view to look out onto ,NEGATIVE,2326,,,,
 Polite helpful staff Quiet location Very comfortable ,POSITIVE,2327,,,,
 Very comfortable bed,POSITIVE,2328,,,,
 Ref Room 109 1 Strong noise specially from bathroom s ceiling spreading into bedroom at night seriously disturbing proper sleep Cause aeration system 2 Poor lightening system ,NEGATIVE,2329,,,,
 The fixed tablet controllers were a bit inconvenient to use ,NEGATIVE,2330,,,,
 The bathroom had a frosted glass door with no lock which may be off putting for some people ,NEGATIVE,2331,,,,
 Very Convenient,POSITIVE,2332,,,,
 Unhealthy room service options eat fish vegetarian was not told Xmas parties in whilst booking so could not dine from restaurant or order room service off the menu no one seemed to know if restaurant open to guests asked 5 different people Asked for new key as mine faulty was not asked for name etc just my room number ,NEGATIVE,2333,,,,
 We stayed at the weekend and there is totally free parking on the side road all of Saturday and Sunday It s also not in congestion zone so we left by 8 30 with no parking charges The room was super high tech and totally entertaining The spa is basic but clean and fun with lovely fresh infused water available ,POSITIVE,2334,,,,
 This was the second time we have stayed there Very friendly staff Room comforts Nearby to everything we visited Beautiful hotel very clean On our second visit we were upgraded it was a very pleasant surprise and loved the room and view Spectacular Thank you ,POSITIVE,2335,,,,
 Everything,POSITIVE,2336,,,,
 The bed was lovely comfortable,POSITIVE,2337,,,,
 Nothing,NEGATIVE,2338,,,,
 Was really frustrated on Monday evening when we tried to go to the sky bar on the 17th floor for a drink around 10pm to be told it was closed when we arrived we were then advised that there were bars on 1st or ground floor Then when we went down to the 1st floor bar the staff there advised it was closed and escorted us to the ground floor Where we finally got a drink ,NEGATIVE,2339,,,,
 The hotel lobby and bar areas are very nice It s an old historic hotel The standard rooms are very basic and you the walls are thin It s a no frills sleeping room with no decor The bed linens were old and they didn t use a top sheet just a top comforter that we all know rarely gets washed I turned the lights on several times in the night to ensure there were no bedbugs The bathroom was outdated and very tight space I had to squeeze near the toilet before I could even shut the bathroom door to get to the sink I would never stay here again ,NEGATIVE,2340, The hotel lobby and bar areas are very nice It s an old historic hotel The standard rooms are very basic and you the walls are thin It s a no frills sleeping room with no decor The bed linens were old and they didn t use a top sheet just a top comforter that we all know rarely gets washed I turned the lights on several times in the night to ensure there were no bedbugs The bathroom was outdated and very tight space I had to squeeze near the toilet before I could even shut the bathroom door to get to the sink I would never stay here again ,room_size,0.34164184009056286,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Excellent breakfast and very clean and perfect location for theatre,POSITIVE,2341,,,,
 Old side of hotel,NEGATIVE,2342, Old side of hotel,room_size,0.44786657057855755,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Poor service at breakfast Room not properly cleaned,NEGATIVE,2343, Poor service at breakfast Room not properly cleaned,room_cleanliness,0.4097612644081817,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Bright welcoming entrance Lovely bathroom with a decent sized shower Great to have a small fridge ,POSITIVE,2344,,,,
 Location is the main only selling point I guess Staff appeared to be doping their best under challenged circumstances ,NEGATIVE,2345, Location is the main only selling point I guess Staff appeared to be doping their best under challenged circumstances ,location_accessibility,0.44035322850291403,"The convenience of the hotel's location relative to popular attractions, transportation, and services."
 Prices in sky lounge bar,POSITIVE,2346,,,,
 Staff very friendly and went the extra mile to ensure we had a comfortable and enjoyable stay ,POSITIVE,2347,,,,
 Professional staff Delicious breakfast in airy surroundings Upgrade ,POSITIVE,2348,,,,
 Nothing,NEGATIVE,2349,,,,
 The entrance to the street with the shops but then the hotel entrance itself is beautiful The room was a basic for a deluxe room I did not like tha basement room ,POSITIVE,2350,,,,
 we saw ants in the bathroom could not switch off air exhausting device in the bathroom it was making noise the wardrobe could be only opened to half no kitchen facilities it was a standard room but we expected at least a kettle and glasses we got only two plastic ones roosters in the hotel park they were making terrible noise each morning since 5 AM ,NEGATIVE,2351, we saw ants in the bathroom could not switch off air exhausting device in the bathroom it was making noise the wardrobe could be only opened to half no kitchen facilities it was a standard room but we expected at least a kettle and glasses we got only two plastic ones roosters in the hotel park they were making terrible noise each morning since 5 AM ,room_cleanliness,0.42293848397703965,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Location for The Albert Hall and Kensington Staff in bar very courteous Shower powerful,POSITIVE,2352,,,,
 Location and room with the view,POSITIVE,2353,,,,
 The charge for parking was extortionate and no mention of that in advance Felt it should have been stated up front Found a space through the just park app nearby instead,NEGATIVE,2354,,,,
 Very high tech Probably due to our age but we struggled to get the TV to work and also the lights turning them off was an interesting experience providing us with an exciting light show when we were trying to switch them off ,POSITIVE,2355,,,,
 I was going to write a decent review but my mom lost her ring in the room and they did not want to help ,NEGATIVE,2356,,,,
